rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,portfolio_selection_path,market_circuit_state,market_circuit_multiplier,market_circuit_source_rebalance_date,market_circuit_target_book
2019-06-03,PEG,0.0108712459791909,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,KO,0.00834605489920405,COCA-COLA,Consumer Staples,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,SHOP,0.008091543687623425,Shopify,Software,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,AZO,0.0077211596361451,AUTOZONE INC,Consumer Discretionary,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,SUI,0.007224709333933925,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,CMS,0.0072,CMS ENERGY CORP,Utilities,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,ELS,0.0072,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,FDS,0.0072,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,HEI,0.007188824035576375,HEICO CORP,Industrials,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,DG,0.007160597433386725,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,ORLY,0.006884810217995025,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-03,CSX,0.0066509910367175,CSX CORP,Industrials,core_compounder,,crisis,0.25,2019-05-31,True
2019-06-11,CASH,0.168,Cash,Cash,cash,,caution,0.6,2019-05-31,True
2019-06-11,HD,0.041868594565680234,HOME DEPOT INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,UNH,0.041868594565680234,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,SBUX,0.03805460636139762,STARBUCKS CORP,Consumer Discretionary,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,AMT,0.03024,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,NOW,0.03024,SERVICENOW INC,Information Technology,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,DHR,0.029552357483786276,DANAHER CORP,Health Care,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,PEG,0.02609099035005816,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,KO,0.02003053175808972,COCA-COLA,Consumer Staples,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,SHOP,0.01941970485029622,Shopify,Software,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,AZO,0.01853078312674824,AUTOZONE INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,SUI,0.01733930240144142,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,CMS,0.01728,CMS ENERGY CORP,Utilities,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,ELS,0.01728,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,FDS,0.01728,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,HEI,0.0172531776853833,HEICO CORP,Industrials,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,DG,0.01718543384012814,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,ORLY,0.01652354452318806,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-05-31,True
2019-06-11,CSX,0.015962378488122,CSX CORP,Industrials,core_compounder,,caution,0.6,2019-05-31,True
2019-06-12,CASH,0.28,Cash,Cash,cash,,normal,1.0,2019-05-31,True
2019-06-12,HD,0.0697809909428004,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,UNH,0.0697809909428004,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,SBUX,0.0634243439356627,STARBUCKS CORP,Consumer Discretionary,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,AMT,0.0504,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,NOW,0.0504,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,DHR,0.0492539291396438,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,PEG,0.0434849839167636,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,KO,0.0333842195968162,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,SHOP,0.0323661747504937,Shopify,Software,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,AZO,0.0308846385445804,AUTOZONE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,SUI,0.0288988373357357,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,CMS,0.0288,CMS ENERGY CORP,Utilities,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,ELS,0.0288,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,FDS,0.0288,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,HEI,0.0287552961423055,HEICO CORP,Industrials,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,DG,0.0286423897335469,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,ORLY,0.0275392408719801,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-05-31,True
2019-06-12,CSX,0.02660396414687,CSX CORP,Industrials,core_compounder,,normal,1.0,2019-05-31,True
2019-06-28,HD,0.1632045325333471,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,ORCL,0.1207218606536462,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,SBUX,0.1173773323932217,STARBUCKS CORP,Consumer Discretionary,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,NOW,0.1070172740332665,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,FDS,0.0622395912280621,FACTSET RESEARCH SYSTEMS INC,Financials,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,DHR,0.0517687425402693,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,MDT,0.0399507593104374,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,WRB,0.0397589981825047,WR BERKLEY CORP,Financials,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,DG,0.0382380644241253,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,ABT,0.0373723658708624,ABBOTT LABORATORIES,Health Care,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,AMT,0.034812303567901,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,VEEV,0.0327172541566292,VEEVA SYSTEMS INC CLASS A,Health Care,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,KO,0.0300598849917517,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,SHOP,0.0271808203341637,Shopify,Software,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,YUM,0.0271167721865353,YUM BRANDS INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,ELS,0.0262084918628891,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,HEI,0.0217180018964629,HEICO CORP,Industrials,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,SNPS,0.0195912702300319,SYNOPSYS INC,Information Technology,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,UNH,0.0007981305471976,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,PEG,0.000488926142082,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,AZO,0.0003728404154483,AUTOZONE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,SUI,0.0003318267459673,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,CMS,0.0003311756522914,CMS ENERGY CORP,Utilities,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,CSX,0.0003136197754728,CSX CORP,Industrials,core_compounder,,normal,1.0,2019-06-28,True
2019-06-28,ORLY,0.000309160325432,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-06-28,True
2019-07-31,NOW,0.1391122782909379,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,HD,0.1225436949655919,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,ORCL,0.0789880619151835,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,KO,0.0631220644941148,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,ORLY,0.0594526034647378,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,TXN,0.0578290310318555,TEXAS INSTRUMENT INC,Information Technology,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,SHOP,0.0529771479462761,Shopify,Software,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,UNH,0.0505991073587249,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,DHR,0.0453171038758319,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,AMT,0.0413019418369198,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,MDT,0.03953144909999,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,WRB,0.0382245342611417,WR BERKLEY CORP,Financials,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,CBRE,0.0380789483755595,CBRE GROUP INC CLASS A,Real Estate,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,NEE,0.0380399121236154,NEXTERA ENERGY INC,Utilities,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,SPGI,0.0371180541788783,S&P GLOBAL INC,Financials,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,UNP,0.0362789026972069,UNION PACIFIC CORP,Industrials,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,T,0.0324315369337168,AT&T INC,Communication,core_compounder,,normal,1.0,2019-07-31,True
2019-07-31,AXP,0.0290536271497165,AMERICAN EXPRESS,Financials,core_compounder,,normal,1.0,2019-07-31,True
2019-08-23,NOW,0.08346736697456274,SERVICENOW INC,Information Technology,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,HD,0.07352621697935514,HOME DEPOT INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,ORCL,0.0473928371491101,ORACLE CORP,Information Technology,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,KO,0.03787323869646888,COCA-COLA,Consumer Staples,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,ORLY,0.03567156207884268,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,TXN,0.034697418619113296,TEXAS INSTRUMENT INC,Information Technology,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,SHOP,0.03178628876776566,Shopify,Software,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,UNH,0.03035946441523494,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,DHR,0.027190262325499138,DANAHER CORP,Health Care,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,AMT,0.024781165102151878,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,MDT,0.023718869459993998,MEDTRONIC PLC,Health Care,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,WRB,0.02293472055668502,WR BERKLEY CORP,Financials,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,CBRE,0.0228473690253357,CBRE GROUP INC CLASS A,Real Estate,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,NEE,0.022823947274169237,NEXTERA ENERGY INC,Utilities,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,SPGI,0.02227083250732698,S&P GLOBAL INC,Financials,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,UNP,0.021767341618324137,UNION PACIFIC CORP,Industrials,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,T,0.01945892216023008,AT&T INC,Communication,core_compounder,,caution,0.6,2019-07-31,True
2019-08-23,AXP,0.0174321762898299,AMERICAN EXPRESS,Financials,core_compounder,,caution,0.6,2019-07-31,True
2019-08-30,HD,0.07199999999999994,HOME DEPOT INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,KO,0.07199999999999994,COCA-COLA,Consumer Staples,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,ORLY,0.046241054639397185,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,AMGN,0.04449785877971028,AMGEN INC,Health Care,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,AMT,0.0408946637613216,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,NOW,0.039395092764402784,SERVICENOW INC,Information Technology,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,T,0.036479333070798835,AT&T INC,Communication,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,PG,0.034573190964825,PROCTER & GAMBLE,Consumer Staples,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,MDT,0.03312300388201434,MEDTRONIC PLC,Health Care,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,NEE,0.02883863988744336,NEXTERA ENERGY INC,Utilities,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,SHOP,0.025407395898541137,Shopify,Software,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,BKNG,0.023120527319698558,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,DUK,0.023120527319698558,DUKE ENERGY CORP,Utilities,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,WRB,0.019212692869291077,WR BERKLEY CORP,Financials,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,AEP,0.019204201431982256,AMERICAN ELECTRIC POWER INC,Utilities,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,DG,0.0168920779628241,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,ABT,0.01544745848079114,ABBOTT LABORATORIES,Health Care,core_compounder,,caution,0.6,2019-08-30,True
2019-08-30,ELS,0.00955228096725942,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,caution,0.6,2019-08-30,True
2019-09-09,HD,0.1199999999999999,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,KO,0.1199999999999999,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,ORLY,0.0770684243989953,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,AMGN,0.0741630979661838,AMGEN INC,Health Care,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,AMT,0.068157772935536,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,NOW,0.0656584879406713,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,T,0.0607988884513314,AT&T INC,Communication,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,PG,0.057621984941375,PROCTER & GAMBLE,Consumer Staples,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,MDT,0.0552050064700239,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,NEE,0.0480643998124056,NEXTERA ENERGY INC,Utilities,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,SHOP,0.0423456598309019,Shopify,Software,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,BKNG,0.0385342121994976,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,DUK,0.0385342121994976,DUKE ENERGY CORP,Utilities,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,WRB,0.0320211547821518,WR BERKLEY CORP,Financials,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,AEP,0.0320070023866371,AMERICAN ELECTRIC POWER INC,Utilities,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,DG,0.0281534632713735,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,ABT,0.0257457641346519,ABBOTT LABORATORIES,Health Care,core_compounder,,normal,1.0,2019-08-30,True
2019-09-09,ELS,0.0159204682787657,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,core_compounder,,normal,1.0,2019-08-30,True
2019-09-30,HD,0.1199999999999999,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,ORCL,0.1199999999999999,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,NOW,0.0958988605112852,SERVICENOW INC,Information Technology,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,BKNG,0.08,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,MDT,0.0732564238381104,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,KO,0.0691674818166648,COCA-COLA,Consumer Staples,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,AEP,0.0677617300013419,AMERICAN ELECTRIC POWER INC,Utilities,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,NEE,0.0641064995126662,NEXTERA ENERGY INC,Utilities,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,AMT,0.0449205106570766,AMERICAN TOWER REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,PG,0.0448138801931648,PROCTER & GAMBLE,Consumer Staples,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,T,0.0417304368462844,AT&T INC,Communication,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,DUK,0.0367628799295944,DUKE ENERGY CORP,Utilities,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,DG,0.0346438758083332,DOLLAR GENERAL CORP,Consumer Staples,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,ORLY,0.0263882332680183,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,LHX,0.0245013959251639,L3HARRIS TECHNOLOGIES INC,Industrials,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,DHR,0.0211523851231438,DANAHER CORP,Health Care,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,VICI,0.017906990689651,VICI PPTYS INC,Real Estate,core_compounder,,normal,1.0,2019-09-30,True
2019-09-30,MLM,0.0169884158795005,MARTIN MARIETTA MATERIALS INC,Materials,core_compounder,,normal,1.0,2019-09-30,True
2019-10-31,BKNG,0.12,BOOKING HOLDINGS INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,ORCL,0.094314217962266,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,HD,0.0868660316715105,HOME DEPOT INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,UNH,0.0723035488306647,UNITEDHEALTH GROUP INC,Health Care,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,AAPL,0.0669757505610113,APPLE INC,Information Technology,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,ORLY,0.0588340165537187,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,TAL,0.0542934125987852,TAL Education,Consumer Discretionary,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,T,0.0502002168383888,AT&T INC,Communication,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,PG,0.0490257411455801,PROCTER & GAMBLE,Consumer Staples,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,DUK,0.0474635647753879,DUKE ENERGY CORP,Utilities,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,CBRE,0.0421636128045025,CBRE GROUP INC CLASS A,Real Estate,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,MDT,0.0414812521433887,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,LPX,0.04,LOUISIANA PACIFIC CORP,Materials,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,COST,0.0317093587979896,COSTCO WHOLESALE CORP,Consumer Staples,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,BAC,0.025873018102697,BANK OF AMERICA CORP,Financials,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,SUI,0.0242430827216216,SUN COMMUNITIES REIT INC,Real Estate,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,WU,0.0239846299945337,WESTERN UNION,Financials,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,SPGI,0.0239255746177675,S&P GLOBAL INC,Financials,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,JPM,0.0237523674811387,JPMORGAN CHASE & CO,Financials,core_compounder,,normal,1.0,2019-10-31,True
2019-10-31,O,0.0225906023990467,REALTY INCOME REIT CORP,Real Estate,core_compounder,,normal,1.0,2019-10-31,True
2019-11-29,ORCL,0.0925271610576742,ORACLE CORP,Information Technology,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,AAPL,0.0918013141771935,APPLE INC,Information Technology,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,CPRT,0.0679417627891385,COPART INC,Industrials,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,MDT,0.0663407937310606,MEDTRONIC PLC,Health Care,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,DIS,0.0617222580903306,WALT DISNEY,Communication,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,PG,0.059202753484314,PROCTER & GAMBLE,Consumer Staples,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,VEEV,0.0521741540225924,VEEVA SYSTEMS INC CLASS A,Health Care,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,ORLY,0.0470681316576789,OREILLY AUTOMOTIVE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,MSFT,0.0456904146667972,MICROSOFT CORP,Information Technology,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,BABA,0.0444751138307207,Alibaba Group,Internet,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,COST,0.0435063485662769,COSTCO WHOLESALE CORP,Consumer Staples,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,AZO,0.0410672736601751,AUTOZONE INC,Consumer Discretionary,core_compounder,,normal,1.0,2019-11-29,True
2019-11-29,SBUX,0.0401929336824067,STARBUCKS CORP,Consumer Discretionary,core_compounder,,normal,1.0,2019-11-29,True
