ticker,Name,sector,source_universe,in_prefilter,in_scored_universe,in_main_target,in_concentrated_target,main_target_weight,concentrated_target_weight,main_preview_target_weight,concentrated_preview_target_weight,has_actionable_order,has_blocked_delta,main_order_status,concentrated_order_status,prefilter_drop_reason,first_scored_date,first_onset_signal_date,first_target_date,first_broker_buy_date,first_broker_exit_date,missed_return_after_onset,best_historical_forward_return,historical_candidate_months,price_cache_exists,price_cache_last_date,price_cache_stale_days,failed_min_price,failed_dollar_vol,failed_mktcap,failed_vol_252,failed_dd_1y,failed_rank_size,px,dollar_vol_20d,mktcap,dd_1y,portfolio_sleeve_label,portfolio_candidate_gate_label,portfolio_defensive_rotation_action,portfolio_monster_early_score,portfolio_stale_mega_leader_score,portfolio_risk_entry_block_score,rs_acceleration_score,oneil_leadership_score,industry_group_strength_score,relative_strength_composite,period_forward_return,score_total_rank,score_total,score_rank,score,portfolio_future_winner_engine_score_rank,portfolio_future_winner_engine_score,drop_reason
ACM,AECOM,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-06-28,2024-11-29,,,-0.0342107274583489,0.2537947260186033,83,True,2026-05-15,2.0,False,False,False,False,False,False,71.30999755859375,113348351.13941193,9164969111.42334,0.4758089026805739,unassigned,rejected,,,,,0.2202186311112233,-0.0027088553417184,-0.2929053788669278,-1.4852387528989324,,591.0,-0.9305664767498374,591.0,-0.9517798715363484,476.0,-0.0903543070286587,candidate_gate_rejected
ADC,AGREE REALTY REIT CORP,Real Estate,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-12-31,2021-03-31,,,,0.0457175867030841,0.1360101849777431,68,True,2026-05-15,2.0,False,False,False,False,False,False,74.45999908447266,78646888.7083435,8942861898.50251,0.0939941154381027,unassigned,rejected,,,,,0.0823756989631376,-0.0763522491457627,-0.1025372866919928,0.105143564201689,,337.0,0.4967656672873221,337.0,0.492690667207225,338.0,0.0400487179680316,candidate_gate_rejected
ADI,ANALOG DEVICES INC,Information Technology,current_constituents_proxy,True,True,False,True,0.0,0.23361415002711,0.0,0.23361415002711,False,False,,,available_for_scoring,2019-05-31,2020-04-30,2021-05-28,2021-06-01,2021-07-01,0.0681038089746999,0.2478314969398984,83,True,2026-05-15,2.0,False,False,False,False,False,False,417.489990234375,1409253644.876709,207199029683.3496,0.1572919458693947,future_winner,future_relaxed,,,,,-0.371342138254517,0.3184313725490197,3.034717446028911,2.3694622198346997,,37.0,3.4808998411526533,37.0,3.4722957277639157,53.0,0.6285158031953657,selected_target_no_order_needed_or_no_preview_delta
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-09-30,,,,0.0024269586138212,0.1966567258868821,83,True,2026-05-15,2.0,False,False,False,False,False,False,80.4000015258789,311814077.6660156,38749305506.2073,0.4790987158542562,early_scout,rejected,,,,,-0.3510543971738387,0.0905540566654068,-0.0736148583364828,1.339754907923826,,419.0,0.0952669620983803,420.0,0.0556653212842461,187.0,0.2333750540727277,candidate_gate_rejected
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2020-10-30,,,,0.0955845323581627,0.1515670167752343,83,True,2026-05-15,2.0,False,False,False,False,False,False,214.47999572753903,636238689.7356415,85735007095.5109,0.4077977261039696,unassigned,rejected,,,,,1.5288283049355271,-0.534930847617302,-2.0570721272101165,-0.5513384433088266,,411.0,0.1300331669911741,429.0,0.0023770552266085,734.0,-0.5160339013636346,candidate_gate_rejected
ADSK,AUTODESK INC,Information Technology,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-11-29,,,,0.0194809022353208,0.2406528656373445,83,True,2026-05-15,2.0,False,False,False,False,False,False,236.6199951171875,419127264.39704895,50163438964.84375,0.3617611711217945,unassigned,rejected,,,,,1.2896024235446166,-0.1835164221752788,-2.0570721272101165,-0.6274866345219408,,333.0,0.4998236905701778,334.0,0.4988459032571475,482.0,-0.0970762566086576,candidate_gate_rejected
AEE,AMEREN CORP,Utilities,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2020-02-28,2022-05-31,2022-06-01,2022-07-01,-0.026126216567972,0.1641133569040549,72,True,2026-05-15,2.0,False,False,False,False,False,False,106.36000061035156,194030031.5180588,29435302046.67578,0.0789824683131632,future_winner,future_relaxed,,,,,-0.1410619345550126,-0.0028302848532922,-0.3250371352406618,0.0853653399927317,,210.0,1.2675621947025233,208.0,1.27577230446822,284.0,0.0916928658922824,rank_or_cap_not_selected
AEM,Agnico Eagle Mines,Materials,adr_whitelist,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-06-28,2025-04-11,2025-12-01,2026-01-02,0.0818163507908706,0.4504138793115348,83,True,2026-05-15,2.0,False,False,False,False,False,False,180.3300018310547,451624107.6300812,90171531264.0,0.2936278295526904,unassigned,rejected,,,,,-2.758110680515908,0.0,1.3192407332908267,0.0886634538923323,,386.0,0.224480757941557,393.0,0.1933742923541994,175.0,0.2533544240074243,candidate_gate_rejected
AEP,AMERICAN ELECTRIC POWER INC,Utilities,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2024-04-30,2019-08-30,2019-09-03,2019-11-01,0.0391301076852341,0.1212878645720707,8,True,2026-05-15,2.0,False,False,False,False,False,False,125.1500015258789,520941737.7604294,68094735948.48827,0.0813605934815852,unassigned,rejected,,,,,-0.570837790152455,-0.0054428554871003,-0.3250371352406618,0.2004597066748768,,122.0,2.0263998817622646,121.0,2.027889263139576,399.0,-0.0240985063998387,candidate_gate_rejected
AES,AES CORP,Utilities,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-11-29,,,,0.0566139117787984,0.2417062260179938,83,True,2026-05-15,2.0,False,False,False,False,False,False,14.470000267028809,174427612.48404026,10319392297.543655,0.6342026260842673,unassigned,rejected,,,,,-0.7698832372358632,-0.015022281144397,-0.3250371352406618,0.1509032820201296,,617.0,-1.1569324890673756,615.0,-1.1964054543928213,560.0,-0.1644721363064435,candidate_gate_rejected
AFG,AMERICAN FINANCIAL GROUP INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-06-28,2019-06-28,2020-09-30,2022-07-01,2022-08-01,-0.004137571218297,0.1882118981645546,77,True,2026-05-15,2.0,False,False,False,False,False,False,134.3000030517578,64609834.61135864,11158461200.458605,0.1623842546264609,early_scout,early_relaxed,,,,,0.4043042798826067,0.0324339274999459,-0.4297357099997836,0.0922295863822538,,401.0,0.1738431049789282,404.0,0.1450905871981797,464.0,-0.0798629620008163,rank_or_cap_not_selected
AFL,AFLAC INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2020-04-30,,,,,0.0681148589029736,0.0681148589029736,8,True,2026-05-15,2.0,False,False,False,False,False,False,116.80999755859376,245447391.460762,59454525393.601074,0.1355921319504627,unassigned,rejected,,,,,0.2547893413793077,0.0007207539444432,-0.4297357099997836,0.1830811116175208,,303.0,0.7033557636247584,310.0,0.6527048773586941,414.0,-0.0361584838094569,candidate_gate_rejected
AFRM,Affirm Holdings,Financials,cycle_play_whitelist,True,False,False,False,0.0,0.0,0.0,0.0,False,False,,,failed_mktcap+failed_dd_1y,,,,,,,,0,True,2026-05-15,2.0,False,False,True,False,True,False,65.81999969482422,344525738.43954086,,0.7476264081352921,,,,,,,,,,,,,,,,,,filtered_before_scoring:failed_mktcap+failed_dd_1y
AGCO,AGCO CORP,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2020-06-30,2022-02-28,2022-03-01,2022-04-01,0.2463499390911787,0.2463499390911787,83,True,2026-05-15,2.0,False,False,False,False,False,False,113.27999877929688,88446371.94347382,8202437850.170685,0.2674053843826973,unassigned,rejected,,,,,-1.038025374797929,-0.0212138015018988,0.2303450375474717,-0.036342575309823,,593.0,-0.9511235983265118,590.0,-0.9480384840322342,425.0,-0.0464794844783926,candidate_gate_rejected
AGNC,AGNC INVESTMENT REIT CORP,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-11-29,,,,0.0322683363931315,0.2151348401256425,80,True,2026-05-15,2.0,False,False,False,False,False,False,10.34000015258789,159620921.12997532,11869588847.640106,0.2007328249945261,unassigned,rejected,,,,,-0.825132591713009,0.0921492662104033,-0.1025372866919928,0.3428492901621169,,493.0,-0.3484153488816109,503.0,-0.4430069832497212,566.0,-0.1744364880872445,candidate_gate_rejected
AGO,ASSURED GUARANTY LTD,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-11-29,,,,-0.0076549094105677,0.2110742756032164,54,True,2026-05-15,2.0,False,False,False,False,False,False,74.87999725341797,38562999.14073944,3315870782.69458,0.2041969565686486,unassigned,rejected,,,,,0.055738260440061,0.015568285199974,-0.4297357099997836,-0.453831297566861,,539.0,-0.5810144274317556,541.0,-0.6258639802168084,489.0,-0.1038552122039008,candidate_gate_rejected
AI,C3.ai,Information Technology,etf_thematic_overlay,True,False,False,False,0.0,0.0,0.0,0.0,False,False,,,failed_mktcap+failed_dd_1y,,,,,,,,0,True,2026-05-15,2.0,False,False,True,False,True,False,8.649999618530273,39379778.14854622,,0.9562742988927384,,,,,,,,,,,,,,,,,,filtered_before_scoring:failed_mktcap+failed_dd_1y
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,,,,,,,,0,True,2026-05-15,2.0,False,False,False,False,False,False,76.11000061035156,390395871.5459442,40353995803.9222,0.1697655697244989,unassigned,rejected,,,,,0.5419527687460953,0.0,-0.4297357099997836,-0.0460909660176121,,207.0,1.2702637637140564,216.0,1.2181692555740864,218.0,0.179334458375495,candidate_gate_rejected
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2022-05-31,,2023-12-29,,,0.1845839664093733,0.1845839664093733,42,True,2026-05-15,2.0,False,False,False,False,False,False,307.1700134277344,81712126.15234375,11352862705.2529,0.202649036774386,early_scout,early_relaxed,,,,,0.1809672336613071,0.1060690075094943,0.2303450375474717,0.6618451146885511,,327.0,0.5430677357809863,320.0,0.5617659846803127,239.0,0.1406283329496837,rank_or_cap_not_selected
AIZ,ASSURANT INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-06-28,2020-11-30,2020-12-01,2021-01-04,0.0709543366769074,0.1815908071772152,83,True,2026-05-15,2.0,False,False,False,False,False,False,254.6100006103516,116711696.69799805,12615323886.811478,0.1838120089465713,early_scout,early_relaxed,,,,,0.798982356124933,-0.0454074984999242,-0.4297357099997836,0.622150688852603,,307.0,0.6735955263690876,315.0,0.615489975010078,233.0,0.1491383879916108,rank_or_cap_not_selected
AJG,ARTHUR J GALLAGHER,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2020-07-31,2022-08-31,2022-09-01,2022-11-01,-0.0076048605473244,0.2053507177017655,83,True,2026-05-15,2.0,False,False,False,False,False,False,199.9499969482422,382779259.5318604,51367154216.00342,0.4440416471080596,unassigned,rejected,,,,,1.4284764919157351,-0.015568285199974,-0.4297357099997836,-0.7069497655745282,,388.0,0.2186902295832907,391.0,0.2015991005689075,571.0,-0.1792617665138769,candidate_gate_rejected
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-05-31,2021-07-30,2025-12-01,2026-01-02,0.0760374904581497,0.154500769685304,83,True,2026-05-15,2.0,False,False,False,False,False,False,150.8800048828125,758279037.3897934,21935757556.769897,0.4503585196882602,future_winner,future_relaxed,,,,,0.1296846143773371,-0.1527721859211387,-0.9547379396620232,2.318785869841204,,78.0,2.4615953356379574,76.0,2.480951940322184,40.0,0.6833213731515022,rank_or_cap_not_selected
ALAB,Astera Labs,Information Technology,cycle_play_whitelist,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2025-03-31,2025-05-30,2025-08-01,,,-0.0209051178365199,0.7622515721691265,13,True,2026-05-15,2.0,False,False,False,False,False,False,232.67999267578125,1201572870.512848,39883197991.09076,0.6019136306999948,early_scout,early_relaxed,,,,,1.3506977380969092,-0.7741176470588236,3.034717446028911,2.430952132487339,,172.0,1.5399778339220398,170.0,1.5534081734996137,48.0,0.65126310241475,rank_or_cap_not_selected
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2021-11-30,2022-11-30,2023-02-03,,,-0.0291947335638347,0.2888301290485853,30,True,2026-05-15,2.0,False,False,False,False,False,False,43.09999847412109,124932244.90615845,8325394353.154198,0.5675265798721758,early_scout,early_relaxed,,,,,-1.094110055684665,-0.0933333333333333,3.034717446028911,1.808696884542172,,738.0,-3.7397198088210857,738.0,-3.75494736622436,351.0,0.0280572427303967,rank_or_cap_not_selected
ALK,ALASKA AIR GROUP INC,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-08-30,2019-09-30,,,,0.0640183587225622,0.1994302407144679,24,True,2026-05-15,2.0,False,False,False,False,False,False,36.93999862670898,154963539.41505432,4116186294.2955856,0.6380916497147318,unassigned,rejected,,,,,-0.7692002380091543,-0.3103838406524927,0.7346128021749757,-0.8205284701649744,,631.0,-1.3175724622227318,631.0,-1.3454812999883057,394.0,-0.0207802281478785,candidate_gate_rejected
ALL,ALLSTATE CORP,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2020-11-30,,,,0.0450196272092333,0.1617433121770126,83,True,2026-05-15,2.0,False,False,False,False,False,False,217.3699951171875,330395561.84181213,55955586297.161865,0.1148380827983422,unassigned,rejected,,,,,0.5928541925189612,-0.0389207129999351,-0.4297357099997836,0.2315021740324442,,187.0,1.4404154706040626,193.0,1.412857817025948,207.0,0.1942650122060688,candidate_gate_rejected
ALLE,ALLEGION PLC,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-11-29,2020-02-28,,,0.0402973183068338,0.1958830715868937,83,True,2026-05-15,2.0,False,False,False,False,False,False,125.6500015258789,160706908.3096695,10797841065.777718,0.2984056203900509,unassigned,rejected,,,,,-1.170682563673262,-0.0725237604327571,-0.6626188021637855,-0.9457818169652484,,557.0,-0.7190859425286411,555.0,-0.708600513284644,531.0,-0.1380780747065396,candidate_gate_rejected
ALLY,ALLY FINANCIAL INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2022-05-31,,,,-0.2506776014135687,0.4229941596512903,70,True,2026-05-15,2.0,False,False,False,False,False,False,41.9900016784668,143880201.6819954,12870903887.868782,0.3153535809422507,early_scout,early_relaxed,,,,,0.174237845678489,-0.3760187448944954,-1.190570711592226,0.2868428920204597,,501.0,-0.3956099427818381,514.0,-0.4910160713578964,595.0,-0.2046675985268287,rank_or_cap_not_selected
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-08-30,2022-08-05,2024-09-03,2024-10-01,-0.1012121027166192,0.657506756769886,77,True,2026-05-15,2.0,False,False,False,False,False,False,286.9800109863281,338199831.3227844,35563997861.48071,0.4201376254426716,future_winner,future_relaxed,,,,,-0.2617100738934341,-0.1522567432731567,0.1486136185726937,-0.9736129119919856,,336.0,0.497596341264006,329.0,0.5173203317083992,121.0,0.362904082668326,rank_or_cap_not_selected
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-09-30,2023-08-31,2023-09-01,2023-10-02,-0.0071883556788194,0.2408650610190807,47,True,2026-05-15,2.0,False,False,False,False,False,False,116.98999786376952,116930429.84897614,9702680240.01963,0.3358588376739334,unassigned,rejected,,,,,0.1425745807007986,-0.0976533713730468,-0.5790096324944194,1.0461849872062914,,553.0,-0.689036166205106,554.0,-0.7068376905313374,518.0,-0.1308193748933436,candidate_gate_rejected
AM,ANTERO MIDSTREAM CORP,Energy,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-05-31,2022-03-31,2022-04-01,2022-05-02,-0.0456399179421339,0.2210866923364582,54,True,2026-05-15,2.0,False,False,False,False,False,False,21.979999542236328,57509244.78047371,10440060182.571411,0.1266949118978578,unassigned,rejected,,,,,0.0732905768150129,-0.4557729945254732,1.317259012832324,0.8254856894391466,,202.0,1.347698200185787,203.0,1.3403837021085478,234.0,0.1485101343160264,candidate_gate_rejected
AMAT,Applied Materials,Information Technology,strategic_global_hardware,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,,,,,,,,0,True,2026-05-15,2.0,False,False,False,False,False,False,436.6199951171875,3027932953.0415344,354535436035.15625,0.3796199146439546,core_compounder,core_strict,,,,,-2.390548590114293,0.48,3.034717446028911,3.056853399431169,,25.0,4.03416662175934,24.0,4.069210878932708,34.0,0.7248772551720258,rank_or_cap_not_selected
AMCR,AMCOR PLC,Materials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,,,,,,,,0,True,2026-05-15,2.0,False,False,False,False,False,False,36.68999862670898,170004564.9801445,16963462731.164818,0.3620256091511116,unassigned,rejected,,,,,-0.6791762268504489,0.0159092234646963,-0.3994326466543521,-0.800527589869296,,629.0,-1.3047332344129456,627.0,-1.3265218282234517,674.0,-0.342995630646862,candidate_gate_rejected
AMD,Advanced Micro Devices,Information Technology,strategic_global_hardware,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,,,,,,,,0,True,2026-05-15,2.0,False,False,False,False,False,False,424.1000061035156,17312921560.54245,691537740952.2965,0.478143651194687,core_compounder,core_strict,,,,,0.0,0.4941176470588235,3.034717446028911,3.4799371763709184,,18.0,4.4150087976417165,18.0,4.41073600186683,1.0,0.9359194677828496,rank_or_cap_not_selected
AME,AMETEK INC,Industrials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2023-10-31,2024-10-31,,,,0.0703139687776988,0.0966582112144216,3,True,2026-05-15,2.0,False,False,False,False,False,False,227.8999938964844,311843800.5181122,52235362756.855896,0.1356712813826033,unassigned,rejected,,,,,-0.322068803849201,0.1639248297874003,0.2303450375474717,0.447524986372493,,247.0,1.0051204436378074,246.0,1.0184448157372334,276.0,0.1041482491754914,candidate_gate_rejected
AMG,AFFILIATED MANAGERS GROUP INC,Financials,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2022-05-31,,,,-0.1431536730720948,0.2724695722272685,42,True,2026-05-15,2.0,False,False,False,False,False,False,293.9100036621094,94385592.31994627,7762775999.073944,0.2119866895208664,unassigned,rejected,,,,,-2.003081294530671,-0.1026747235689852,-0.5795760785079056,0.5051081053946614,,551.0,-0.6811916635459603,559.0,-0.7265686665028815,339.0,0.039352405054889,candidate_gate_rejected
AMGN,AMGEN INC,Health Care,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2019-05-31,2019-07-31,2019-08-30,2019-09-03,2019-10-01,0.1291342243410294,0.1810576290623338,83,True,2026-05-15,2.0,False,False,False,False,False,False,326.3099975585937,894578007.7461243,176112205571.29285,0.1817084274823364,unassigned,rejected,,,,,-1.061489313657067,-0.0940701332275698,0.3271342215171324,-0.0093696240624266,,152.0,1.7040483357708174,152.0,1.701355875626518,420.0,-0.0399229866835683,candidate_gate_rejected
AMKR,AMKOR TECHNOLOGY INC,Information Technology,current_constituents_proxy,True,True,False,False,0.0,0.0,0.0,0.0,False,False,,,available_for_scoring,2020-02-28,2021-07-30,2021-08-31,2021-09-01,2021-10-01,0.125504503262618,0.348703197740654,38,True,2026-05-15,2.0,False,False,False,False,False,False,70.3499984741211,383974564.5672989,17437831263.076553,0.5865023338300348,unassigned,rejected,,,,,-2.531277488507969,1.36,3.034717446028911,4.075188089122456,,277.0,0.8143207136522624,275.0,0.8187929500911134,22.0,0.8270297455605753,candidate_gate_rejected
